ts,flow
1658187048,6248.842267621309
1658187168,6246.939142860472
1658187528,6247.573485605419
1658191240,6260.267097827047
1658191548,6257.727345686406
1658191968,6260.267097827047
1658192448,6260.267097827047
1658193348,6257.727345686406
1658194248,6256.457662686706
1658195028,6257.092488102615
1658196048,6256.457662686706
1658196948,6256.457662686706
1658197848,6256.457662686706
1658198748,6255.188108395785
1658199648,6256.457662686706
1658200548,6255.188108395785
1658201448,6256.457662686706
1658202348,6256.457662686706
1658203248,6256.457662686706
1658204148,6255.188108395785
1658205048,6256.457662686706
1658205948,6255.188108395785
1658206848,6256.457662686706
1658207748,6255.188108395785
1658208648,6249.476706899703
1658209548,6250.111178349704
1658210448,6246.939142860472
1658211348,6246.939142860472
1658212248,6247.573485605419
1658213148,6252.649385947734
1658214048,6246.939142860472
1658214948,6249.476706899703
1658215848,6247.573485605419
1658216748,6252.649385947734
1658217648,6250.111178349704
1658218548,6247.573485605419
1658219448,6251.380217794329
1658220348,6252.014785788953
1658221248,6250.111178349704
1658222148,6247.573485605419
1658223048,6247.573485605419
1658223948,6248.842267621309
1658224848,6248.842267621309
1658225748,6252.649385947734
1658226648,6248.842267621309
1658227548,6251.380217794329
1658228448,6246.939142860472
1658229348,6253.91868281737
1658230248,6252.014785788953
1658231148,6252.014785788953
1658232048,6249.476706899703
1658232948,6246.939142860472
1658233848,6249.476706899703
1658234748,6252.014785788953
1658235648,6250.111178349704
1658236548,6251.380217794329
1658237448,6252.014785788953
1658238348,6248.842267621309
1658239248,6249.476706899703
1658240148,6251.380217794329
1658241048,6251.380217794329
1658241948,6250.111178349704
1658242848,6252.649385947734
1658243748,6253.91868281737
1658244648,6253.91868281737
1658245548,6252.649385947734
1658246448,6253.91868281737
1658247348,6253.91868281737
1658248248,6252.014785788953
1658249148,6252.014785788953
1658250048,6252.014785788953
1658250948,6253.91868281737
1658251848,6254.553379520774
1658252748,6253.91868281737
1658253648,6255.188108395785
1658254548,6257.727345686406
1658255448,6255.188108395785
1658256348,6264.712902922183
1658257248,6265.34814665094
1658258148,6265.34814665094
1658259048,6265.983422551304
1658259948,6257.727345686406
1658260848,6246.939142860472
1658261748,6238.695615395904
1658262648,6249.476706899703
1658263548,6257.727345686406
1658264448,6262.172249797732
1658265348,6260.267097827047
1658266248,6262.807364813983
1658267148,6263.442512001842
1658268048,6262.807364813983
1658268948,6263.442512001842
1658269848,6265.34814665094
1658270748,6265.34814665094
1658271648,6262.807364813983
1658272548,6262.807364813983
1658273448,6260.902116302401
1658274348,6263.442512001842
1658275248,6262.172249797732
1658276148,6260.267097827047
1658277048,6262.172249797732
1658277948,6260.902116302401
1658278848,6262.172249797732
1658279748,6258.997157402337
1658280648,6257.727345686406
1658281548,6257.727345686406
1658282448,6257.727345686406
1658283348,6257.727345686406
1658284248,6257.092488102615
1658285148,6254.553379520774
1658286048,6246.939142860472
1658286948,6257.092488102615
1658287848,6255.188108395785
1658288748,6255.188108395785
1658289648,6255.188108395785
1658290548,6255.188108395785
1658291448,6257.092488102615
1658292348,6256.457662686706
1658293248,6255.188108395785
1658294148,6257.092488102615
1658295048,6257.092488102615
1658295948,6256.457662686706
1658296848,6257.092488102615
1658297748,6258.997157402337
1658298648,6260.267097827047
1658299548,6258.997157402337
1658300448,6258.997157402337
1658301348,6258.997157402337
1658302248,6258.997157402337
1658303148,6260.267097827047
1658304048,6260.267097827047
1658304948,6258.997157402337
1658305848,6258.997157402337
1658306748,6258.997157402337
1658307648,6259.6321115233
1658308548,6258.997157402337
1658309448,6258.997157402337
1658310348,6258.997157402337
1658311248,6259.6321115233
1658312148,6259.6321115233
1658313048,6257.727345686406
1658313948,6259.6321115233
1658314848,6258.997157402337
1658315748,6259.6321115233
1658316648,6258.997157402337
1658317548,6258.997157402337
1658318448,6259.6321115233
1658319348,6260.267097827047
1658320248,6260.267097827047
1658321148,6260.902116302401
1658322048,6257.727345686406
1658322948,6260.267097827047
1658323848,6259.6321115233
1658324748,6257.727345686406
1658325648,6257.727345686406
1658326548,6260.267097827047
1658327448,6257.727345686406
1658328348,6258.997157402337
1658329248,6255.188108395785
1658330148,6258.997157402337
1658331048,6258.997157402337
1658331948,6260.267097827047
1658332848,6260.267097827047
1658333748,6260.267097827047
1658334648,6260.267097827047
1658335548,6259.6321115233
1658336448,6260.267097827047
1658337348,6260.267097827047
1658338248,6260.267097827047
1658339148,6260.267097827047
1658340048,6262.172249797732
1658340948,6260.267097827047
1658341848,6258.997157402337
1658342748,6263.442512001842
1658343648,6260.902116302401
1658344548,6262.172249797732
1658345448,6260.267097827047
1658346348,6257.092488102615
1658347248,6243.767911814153
1658348148,6233.625378381461
1658349048,6248.842267621309
1658349948,6256.457662686706
1658350848,6260.267097827047
1658351748,6257.727345686406
1658352648,6257.727345686406
1658353548,6257.727345686406
1658354448,6262.172249797732
1658355348,6259.6321115233
1658356248,6260.267097827047
1658357148,6262.172249797732
1658358048,6260.267097827047
1658358948,6252.649385947734
1658359848,6259.6321115233
1658360748,6258.997157402337
1658361648,6258.997157402337
1658362548,6257.092488102615
1658363448,7275.642864968628
1658364348,6260.267097827047
1658365248,6260.267097827047
1658366148,6256.457662686706
1658367048,6255.188108395785
1658367948,6255.188108395785
1658368848,6255.188108395785
1658369748,6254.553379520774
1658370648,6249.476706899703
1658371548,6250.111178349704
1658372448,6246.304832294583
1658373348,6246.939142860472
1658374248,6247.573485605419
1658375148,6246.939142860472
1658376048,6247.573485605419
1658376948,6249.476706899703
1658377848,6248.842267621309
1658378748,6247.573485605419
1658379648,6248.842267621309
1658380548,6250.111178349704
1658381448,6247.573485605419
1658382348,6250.111178349704
1658383248,6246.939142860472
1658384148,6246.939142860472
1658385048,6247.573485605419
1658385948,6253.91868281737
1658386848,6248.842267621309
1658387748,6246.304832294583
1658388648,6246.304832294583
1658389548,6249.476706899703
1658390448,6250.111178349704
1658391348,6248.842267621309
1658392248,6247.573485605419
1658393148,6250.111178349704
1658394048,6250.111178349704
1658394948,6249.476706899703
1658395848,6245.670553911477
1658396748,6250.111178349704
1658397648,6248.842267621309
1658398548,6248.842267621309
1658399448,6249.476706899703
1658400348,6249.476706899703
1658401248,6246.304832294583
1658402148,6250.111178349704
1658403048,6251.380217794329
1658403948,6250.111178349704
1658404848,6252.649385947734
1658405748,6856.093336738646
1658406648,6249.476706899703
1658407548,6249.476706899703
1658408448,6252.649385947734
1658409348,6250.111178349704
1658410248,6250.111178349704
1658411148,6251.380217794329
1658412048,6247.573485605419
1658412948,6251.380217794329
1658413848,6252.649385947734
1658414748,6249.476706899703
1658415648,6252.014785788953
1658416548,6251.380217794329
1658417448,6253.91868281737
1658418348,6252.649385947734
1658419248,6253.91868281737
1658420148,6253.91868281737
1658421048,6252.649385947734
1658421948,6252.014785788953
1658422848,6252.649385947734
1658423748,6187.454599648714
1658424648,6188.085917666554
1658425548,6183.036274533719
1658426448,6185.560838676989
1658427348,6183.036274533719
1658428248,6180.512225236744
1658429148,6198.191382098943
1658430048,6189.980064775795
1658430948,6193.769227799028
1658431848,6195.664243720472
1658432748,6167.899701479822
1658433648,5733.354720521718
1658434548,6155.929725833237
1658435448,6164.118454229087
1658436348,6177.988690789789
1658437248,6175.465671189129
1658438148,5774.143881123513
1658439048,5839.584324043244
1658439948,6200.7190353274345
1658440848,6174.83499673754
1658441748,1122.3775529712439
1658442648,1120.761753756553
1658443548,5777.803688745946
1658444448,1120.2234114445746
1658445348,6177.357887625694
1658446248,1105.4694367684424
1658447148,1118.071329306811
1658448048,1111.091285020113
1658448948,1108.9479552954435
1658449848,1104.6674739941955
1658450748,1120.4925665073097
1658451648,1108.6801838763058
1658452548,1122.6469654589891
1658453448,1104.6674739941955
1658454348,1111.3593460395932
1658455248,1104.6674739941955
1658456148,1104.132993042469
1658457048,1103.0644172616303
1658457948,1100.6620041579008
1658458848,5772.9242026768625
1658459748,5760.734497316182
1658460648,1118.071329306811
1658461548,6041.234705705196
1658462448,6029.388229075819
1658463348,6030.011438243091
1658464248,5945.5503850393
1658465148,6024.403714131564
1658466048,6027.518794637173
1658466948,6015.063299316913
1658467848,6030.011438243091
1658468748,6027.518794637173
1658469648,6034.374803405255
1658470548,6031.881258815527
1658471448,5936.271269239485
1658472348,1059.6960938163102
1658473248,744.1256107129157
1658475048,1129.3927355855703
1658475948,1133.7205828353763
1658476848,1121.0309731811285
1658477748,1170.2896920703351
1658478648,669.855735912919
1658479548,6027.518794637173
1658480448,1127.2319010421634
1658481348,1116.7273237518966
1658482248,737.9889457374811
1658483148,7054.197824712843
1658484048,5897.378044139594
1658484948,5837.744525510818
1658485848,6159.078593194485
1658486748,6147.746435519308
1658487648,6015.063299316913
1658488548,6190.611511502415
1658489448,5568.048575229943
1658490348,1123.9945105835795
1658491248,1114.8470674566925
1658492148,6200.7190353274345
1658493048,7120.40770047158
1658493948,5859.226861417294
1658494848,6092.494853761047
1658495748,6194.400867596269
1658496648,6201.983055006713
1658497548,6204.511480499059
1658498448,6198.191382098943
1658499348,6196.295980043709
1658500248,6203.879325859249
1658501148,6199.455144356936
1658502048,6189.980064775795
1658502948,6205.775886312127
1658503848,6198.191382098943
1658504748,6201.351029075682
1658505648,6196.927748553455
1658506548,6207.040420845151
1658507448,6203.879325859249
1658508348,6200.7190353274345
1658509248,6207.672736376524
1658510148,6201.983055006713
1658511048,6201.351029075682
1658511948,6203.247203394771
1658512848,6215.263032633811
1658513748,1095.066509656608
1658514648,6207.672736376524
1658515548,667.3566365800798
1658516448,6210.202320281416
1658517348,737.1143387034535
1658518248,734.4936066903174
1658519148,1097.995713185519
1658520048,733.4030025750399
1658520948,761.3536296710372
1658521848,729.4834886081517
1658522748,6207.672736376524
1658523648,31.947373665869236
1658525448,1102.263323288411
1658526348,1109.7514626085758
1658527248,1103.5986407995224
1658528148,737.5515778660774
1658529048,1107.6094199940562
1658529948,1110.2872950397432
1658530848,1105.2020836658776
1658531748,1104.4002174288034
1658532648,1109.7514626085758
1658533548,737.9889457374811
1658534448,1115.9213065579534
1658535348,1150.023375775665
1658536248,1105.4694367684424
1658537148,1106.806684948504
1658538048,732.0953395105898
1658538948,1102.5303224399686
1658539848,725.3575344234705
1658540748,735.1483552902937
1658541648,710.6861439533532
1658542548,723.8403742387891
1658543448,734.0572685115039
1658544348,732.5310984887183
